,victim_race,victim_age,victim_sex,city,state,lat,lon,disposition,reported_date_fixed
6076,Black,20,Male,Buffalo,NY,42.9086154,-78.8627249,Open/No arrest,2008-02-11
6077,Black,50,Male,Buffalo,NY,42.9229873,-78.8276772,Open/No arrest,2008-02-27
6078,Black,33,Female,Buffalo,NY,42.9034698,-78.8413009,Closed by arrest,2008-03-01
6079,Hispanic,35,Male,Buffalo,NY,42.897473,-78.889867,Closed by arrest,2008-03-04
6080,Black,22,Male,Buffalo,NY,42.912755,-78.820047,Closed by arrest,2008-04-08
6081,Black,17,Male,Buffalo,NY,42.9041601,-78.8275801,Open/No arrest,2008-04-16
6082,Black,27,Female,Buffalo,NY,42.9263199,-78.8065079,Closed by arrest,2008-04-12
6083,Black,30,Male,Buffalo,NY,42.90536,-78.8178448,Open/No arrest,2008-05-07
6084,White,43,Male,Buffalo,NY,42.9140469,-78.884402,Closed by arrest,2008-06-03
6085,Black,36,Female,Buffalo,NY,42.9041874,-78.8172926,Open/No arrest,2008-06-04
6086,Black,19,Male,Buffalo,NY,42.9417561,-78.8133569,Closed by arrest,2008-06-07
6087,Black,30,Male,Buffalo,NY,42.9365633,-78.8170862,Open/No arrest,2008-06-14
6088,Black,21,Male,Buffalo,NY,42.939953,-78.807222,Open/No arrest,2008-06-22
6089,Black,36,Male,Buffalo,NY,42.9118418,-78.8537601,Open/No arrest,2008-06-28
6090,Black,43,Male,Buffalo,NY,42.9009277,-78.8352651,Closed by arrest,2008-07-05
6091,Black,16,Male,Buffalo,NY,42.9115114,-78.8613563,Open/No arrest,2008-07-05
6092,Black,21,Male,Buffalo,NY,42.9348117,-78.8136431,Closed by arrest,2008-07-06
6093,Black,17,Male,Buffalo,NY,42.9211919,-78.8036608,Open/No arrest,2008-07-11
6094,Black,21,Male,Buffalo,NY,42.933119,-78.83716,Open/No arrest,2008-07-28
6095,Black,22,Male,Buffalo,NY,42.9233065,-78.8303947,Open/No arrest,2008-08-10
6096,Black,19,Male,Buffalo,NY,42.8960579,-78.823021,Open/No arrest,2008-08-18
6097,Black,26,Male,Buffalo,NY,42.9572397,-78.8565257,Open/No arrest,2008-08-24
6098,Black,25,Female,Buffalo,NY,42.9572397,-78.8565257,Open/No arrest,2008-08-24
6099,Black,14,Female,Buffalo,NY,42.9205539,-78.8079876,Closed by arrest,2008-08-26
6100,Black,51,Female,Buffalo,NY,42.9079983,-78.838819,Open/No arrest,2008-09-15
6101,Hispanic,19,Male,Buffalo,NY,42.8956,-78.890574,Open/No arrest,2008-09-15
6103,Black,18,Male,Buffalo,NY,42.9163011,-78.8008226,Open/No arrest,2008-09-23
6104,Black,27,Male,Buffalo,NY,42.895658,-78.890627,Closed without arrest,2008-11-06
6105,Black,25,Male,Buffalo,NY,42.9411258,-78.8152195,Open/No arrest,2008-11-19
6106,Black,18,Male,Buffalo,NY,42.911839,-78.831414,Closed by arrest,2008-12-05
6107,Black,25,Male,Buffalo,NY,42.9060154,-78.8482808,Open/No arrest,2008-12-14
6108,White,18,Female,Buffalo,NY,42.9126665,-78.8926834,Closed by arrest,2008-12-25
6109,Black,33,Male,Buffalo,NY,42.9325607,-78.8315455,Closed by arrest,2009-01-08
6110,Black,27,Female,Buffalo,NY,42.905657,-78.893282,Closed by arrest,2009-01-09
6111,Black,27,Female,Buffalo,NY,42.943802,-78.822694,Closed by arrest,2009-01-18
6112,Black,38,Male,Buffalo,NY,42.943802,-78.822694,Closed by arrest,2009-01-18
6113,Black,32,Male,Buffalo,NY,42.9014868,-78.8212452,Open/No arrest,2009-02-02
6114,Black,76,Female,Buffalo,NY,42.8968824,-78.8675463,Closed by arrest,2009-02-17
6115,Black,44,Male,Buffalo,NY,42.910244,-78.8488475,Closed by arrest,2009-02-23
6116,Black,29,Male,Buffalo,NY,42.8947389,-78.8389495,Open/No arrest,2009-03-01
6117,Hispanic,22,Male,Buffalo,NY,42.9087994,-78.8943907,Closed by arrest,2009-03-18
6118,Hispanic,86,Female,Buffalo,NY,42.89702,-78.890268,Closed without arrest,2009-03-19
6119,Black,33,Male,Buffalo,NY,42.905346,-78.847923,Open/No arrest,2009-04-04
6120,Hispanic,42,Female,Buffalo,NY,42.9010485,-78.8416604,Open/No arrest,2009-04-18
6121,Black,31,Female,Buffalo,NY,42.9004711,-78.8315234,Closed by arrest,2009-04-20
6122,Black,29,Male,Buffalo,NY,42.8852955,-78.8576062,Open/No arrest,2009-04-25
6123,White,31,Male,Buffalo,NY,42.955144,-78.896338,Closed by arrest,2009-04-29
6124,Black,37,Male,Buffalo,NY,42.896161,-78.8198984,Closed by arrest,2009-05-02
6125,Black,23,Male,Buffalo,NY,42.9492381,-78.8285264,Closed by arrest,2009-05-09
6126,Black,21,Female,Buffalo,NY,42.9349156,-78.8001998,Closed by arrest,2009-05-13
6127,Black,23,Male,Buffalo,NY,42.9311134,-78.7992472,Closed by arrest,2009-05-18
6128,Black,24,Male,Buffalo,NY,42.9220495,-78.8901577,Open/No arrest,2009-06-09
6129,Black,15,Male,Buffalo,NY,42.865367,-78.8675669,Closed by arrest,2009-06-09
6130,White,14,Male,Buffalo,NY,42.8959954,-78.8842512,Open/No arrest,2009-06-13
6131,Hispanic,20,Male,Buffalo,NY,42.9594614,-78.9036499,Closed by arrest,2009-06-26
6132,Black,22,Male,Buffalo,NY,42.9061979,-78.8234653,Open/No arrest,2009-07-04
6133,Black,18,Male,Buffalo,NY,42.9255999,-78.8149669,Open/No arrest,2009-07-04
6134,Black,27,Male,Buffalo,NY,42.9153065,-78.8028749,Open/No arrest,2009-07-09
6135,Black,19,Male,Buffalo,NY,42.889651,-78.841021,Open/No arrest,2009-07-10
6136,Hispanic,29,Male,Buffalo,NY,42.8949638,-78.8835716,Closed by arrest,2009-07-10
6137,Black,16,Male,Buffalo,NY,42.9219215,-78.8240843,Open/No arrest,2009-07-22
6138,White,26,Male,Buffalo,NY,42.9093798,-78.8903935,Open/No arrest,2009-07-26
6139,Black,25,Male,Buffalo,NY,42.9377269,-78.818404,Closed by arrest,2009-08-02
6140,Black,31,Male,Buffalo,NY,42.8878358,-78.8370828,Open/No arrest,2009-08-03
6141,White,19,Female,Buffalo,NY,42.8986457,-78.8172328,Open/No arrest,2009-08-05
6142,Black,25,Male,Buffalo,NY,42.8986457,-78.8172328,Open/No arrest,2009-08-05
6143,Black,23,Male,Buffalo,NY,42.9183996,-78.8965971,Closed by arrest,2009-07-31
6144,Black,21,Male,Buffalo,NY,42.918569,-78.89701,Open/No arrest,2009-08-11
6145,White,18,Male,Buffalo,NY,42.908458,-78.8985053,Open/No arrest,2009-08-11
6146,Black,61,Male,Buffalo,NY,42.8844896,-78.8399612,Closed by arrest,2009-08-12
6147,Black,40,Male,Buffalo,NY,42.9104236,-78.8530614,Closed by arrest,2009-08-13
6148,White,32,Male,Buffalo,NY,42.8773463,-78.8443739,Open/No arrest,2009-08-14
6149,Black,21,Male,Buffalo,NY,42.909754,-78.8147635,Closed by arrest,2009-08-22
6150,Black,37,Male,Buffalo,NY,42.9224603,-78.8028455,Open/No arrest,2009-08-26
6151,Black,29,Male,Buffalo,NY,42.9217005,-78.8036182,Open/No arrest,2009-09-06
6152,Black,27,Male,Buffalo,NY,42.920772,-78.8136739,Closed by arrest,2009-09-20
6153,Black,17,Male,Buffalo,NY,42.9078954,-78.8393552,Open/No arrest,2009-10-09
6154,Black,17,Male,Buffalo,NY,42.946363,-78.822062,Open/No arrest,2009-10-09
6155,Black,40,Male,Buffalo,NY,42.9068263,-78.8935035,Closed by arrest,2009-10-16
6156,Black,23,Male,Buffalo,NY,42.9171015,-78.8026028,Open/No arrest,2009-10-24
6157,Black,34,Male,Buffalo,NY,42.9160273,-78.799839,Closed by arrest,2009-10-26
6158,Black,34,Male,Buffalo,NY,42.9269272,-78.8007142,Open/No arrest,2009-10-28
6159,White,19,Male,Buffalo,NY,42.9480203,-78.8251606,Closed by arrest,2009-10-31
6160,Hispanic,17,Male,Buffalo,NY,42.9382359,-78.8898977,Closed by arrest,2009-11-14
6161,Black,23,Male,Buffalo,NY,42.8964503,-78.8176759,Open/No arrest,2009-11-16
6162,Black,39,Male,Buffalo,NY,42.813755,-78.73862,Open/No arrest,2009-11-19
6163,Black,25,Male,Buffalo,NY,42.904526,-78.8162163,Closed by arrest,2009-11-23
6164,Hispanic,42,Female,Buffalo,NY,42.8928537,-78.8862492,Open/No arrest,2009-11-29
6165,Black,22,Male,Buffalo,NY,42.9340728,-78.8026359,Open/No arrest,2009-12-16
6166,Black,47,Male,Buffalo,NY,42.8801606,-78.8619374,Closed without arrest,2009-12-28
6167,Hispanic,30,Male,Buffalo,NY,42.9108899,-78.8947423,Open/No arrest,2009-12-30
6168,Black,32,Female,Buffalo,NY,42.9151985,-78.8994436,Closed by arrest,2009-12-30
6169,Black,17,Male,Buffalo,NY,42.8964122,-78.840955,Open/No arrest,2010-01-01
6170,White,32,Male,Buffalo,NY,42.8749884,-78.8676764,Open/No arrest,2009-01-05
6171,Black,44,Male,Buffalo,NY,42.900174,-78.881236,Open/No arrest,2010-01-05
6172,Black,18,Male,Buffalo,NY,42.8962004,-78.8746613,Closed by arrest,2010-01-16
6173,Black,72,Male,Buffalo,NY,42.9171022,-78.8217938,Closed by arrest,2010-01-29
6174,Black,26,Male,Buffalo,NY,42.9568059,-78.8892038,Open/No arrest,2010-02-07
6175,Black,18,Male,Buffalo,NY,42.9176761,-78.8018438,Closed by arrest,2010-02-13
6176,Black,51,Male,Buffalo,NY,42.907016,-78.816897,Open/No arrest,2010-02-17
6177,Black,22,Male,Buffalo,NY,42.9152345,-78.8077628,Open/No arrest,2010-04-01
6178,Black,27,Male,Buffalo,NY,42.9127418,-78.8388087,Open/No arrest,2010-04-01
6179,Black,23,Male,Buffalo,NY,42.937352,-78.799029,Closed by arrest,2010-04-07
6180,White,54,Male,Buffalo,NY,42.9254225,-78.8313324,Closed by arrest,2010-04-08
6181,White,26,Male,Buffalo,NY,42.88971,-78.833575,Closed by arrest,2010-04-08
6182,Black,29,Male,Buffalo,NY,42.9080192,-78.8775629,Open/No arrest,2010-04-12
6183,Black,20,Male,Buffalo,NY,42.8979639,-78.8192751,Open/No arrest,2010-04-25
6184,Black,20,Male,Buffalo,NY,42.9102756,-78.8225432,Open/No arrest,2010-04-26
6186,Black,23,Male,Buffalo,NY,42.9236446,-78.8136657,Open/No arrest,2010-05-08
6187,White,52,Male,Buffalo,NY,42.9069891,-78.8774036,Closed by arrest,2010-05-25
6188,Black,48,Male,Buffalo,NY,42.9238009,-78.8309354,Open/No arrest,2010-05-30
6189,Black,32,Male,Buffalo,NY,42.9133553,-78.8851844,Closed by arrest,2010-06-05
6190,Black,26,Male,Buffalo,NY,42.9180365,-78.8262506,Open/No arrest,2010-06-09
6191,Hispanic,21,Male,Buffalo,NY,42.840084,-78.782132,Closed by arrest,2010-06-09
6192,Black,15,Male,Buffalo,NY,42.9220495,-78.8901577,Closed by arrest,2010-06-11
6193,Black,27,Male,Buffalo,NY,42.8778239,-78.836262,Open/No arrest,2010-06-13
6194,Black,23,Male,Buffalo,NY,42.9184241,-78.8956484,Open/No arrest,2010-06-26
6195,Black,65,Male,Buffalo,NY,42.9059587,-78.863634,Closed by arrest,2010-07-05
6196,Black,24,Male,Buffalo,NY,42.9216613,-78.8628269,Closed by arrest,2010-07-17
6197,Black,27,Male,Buffalo,NY,42.903487,-78.825249,Closed by arrest,2010-07-21
6198,Black,63,Female,Buffalo,NY,42.91191,-78.8225889,Open/No arrest,2010-07-24
6199,Black,28,Male,Buffalo,NY,42.8736486,-78.8634734,Closed by arrest,2010-07-29
6200,Hispanic,25,Male,Buffalo,NY,42.9474753,-78.9014631,Open/No arrest,2010-08-05
6201,Black,20,Male,Buffalo,NY,42.9255386,-78.8276978,Open/No arrest,2010-08-12
6202,Black,35,Male,Buffalo,NY,42.9097408,-78.8209277,Open/No arrest,2010-08-14
6203,Black,26,Male,Buffalo,NY,42.8815818,-78.8756226,Closed by arrest,2010-08-14
6204,Black,30,Male,Buffalo,NY,42.8815818,-78.8756226,Closed by arrest,2010-08-14
6205,Black,27,Female,Buffalo,NY,42.8815818,-78.8756226,Closed by arrest,2010-08-14
6206,Black,32,Female,Buffalo,NY,42.8815818,-78.8756226,Closed by arrest,2010-08-14
6207,Black,20,Male,Buffalo,NY,42.9221949,-78.8228734,Open/No arrest,2010-08-15
6208,Black,23,Male,Buffalo,NY,42.911093,-78.805814,Closed by arrest,2010-08-14
6209,Black,61,Male,Buffalo,NY,42.9121852,-78.8652703,Open/No arrest,2010-08-28
6210,Black,34,Male,Buffalo,NY,42.914202,-78.826234,Open/No arrest,2010-09-10
6211,Black,21,Male,Buffalo,NY,42.9203775,-78.8334171,Open/No arrest,2010-09-16
6212,Black,47,Male,Buffalo,NY,42.940637,-78.8204,Open/No arrest,2010-09-17
6213,White,49,Female,Buffalo,NY,42.9485545,-78.8866803,Closed without arrest,2010-09-23
6214,Black,15,Female,Buffalo,NY,42.9424849,-78.8121536,Closed by arrest,2010-09-30
6215,Black,25,Male,Buffalo,NY,42.9216873,-78.8223855,Open/No arrest,2010-10-07
6216,Black,20,Male,Buffalo,NY,42.9009029,-78.8604761,Open/No arrest,2010-10-13
6217,Black,20,Male,Buffalo,NY,42.9388752,-78.8202592,Open/No arrest,2010-10-14
6218,Black,18,Male,Buffalo,NY,42.8910153,-78.8782817,Closed by arrest,2010-10-31
6219,Black,48,Male,Buffalo,NY,42.9153079,-78.8520321,Closed by arrest,2010-11-18
6220,Black,21,Male,Buffalo,NY,42.8907525,-78.8818388,Open/No arrest,2010-11-26
6221,Black,16,Male,Buffalo,NY,42.9166867,-78.8235069,Open/No arrest,2010-11-27
6222,Black,19,Male,Buffalo,NY,42.9362467,-78.8184161,Open/No arrest,2010-11-29
6223,Black,17,Male,Buffalo,NY,42.9075516,-78.8995183,Closed by arrest,2010-12-25
6224,Black,61,Male,Buffalo,NY,42.8811821,-78.8556365,Open/No arrest,2011-01-10
6225,Hispanic,45,Female,Buffalo,NY,42.9120087,-78.8942764,Closed by arrest,2011-01-17
6226,Black,20,Male,Buffalo,NY,42.9179523,-78.7999993,Open/No arrest,2011-01-19
6227,Black,22,Male,Buffalo,NY,42.939849,-78.8073022,Open/No arrest,2011-01-29
6228,White,28,Female,Buffalo,NY,42.9170775,-78.8962106,Closed by arrest,2011-02-10
6229,Black,33,Male,Buffalo,NY,42.9127047,-78.8642679,Closed by arrest,2011-03-15
6231,Black,17,Male,Buffalo,NY,42.9545133,-78.9032855,Open/No arrest,2011-03-27
6232,White,84,Male,Buffalo,NY,42.833645,-78.8107403,Closed by arrest,2011-03-29
6233,Black,26,Male,Buffalo,NY,42.925712,-78.886124,Closed by arrest,2011-04-11
6234,Black,28,Male,Buffalo,NY,42.9421094,-78.8128145,Closed by arrest,2011-04-14
6235,Black,26,Male,Buffalo,NY,42.8966972,-78.8364405,Open/No arrest,2011-04-21
6236,Asian,30,Male,Buffalo,NY,42.909231,-78.859817,Open/No arrest,2011-04-06
6237,Black,32,Male,Buffalo,NY,42.9165009,-78.823737,Open/No arrest,2011-05-20
6238,Black,32,Male,Buffalo,NY,42.913628,-78.850952,Open/No arrest,2011-05-23
6239,Hispanic,21,Male,Buffalo,NY,42.9067734,-78.8904712,Open/No arrest,2011-05-27
6240,Black,82,Male,Buffalo,NY,42.893512,-78.891464,Closed by arrest,2011-05-28
6242,Black,18,Male,Buffalo,NY,42.9460102,-78.8125008,Open/No arrest,2011-06-14
6243,Black,32,Male,Buffalo,NY,42.9506975,-78.8686433,Closed by arrest,2011-06-27
6244,White,35,Male,Buffalo,NY,42.9036246,-78.8661686,Closed by arrest,2011-07-01
6245,Black,20,Male,Buffalo,NY,42.9047016,-78.8264972,Open/No arrest,2011-07-02
6246,Black,23,Female,Buffalo,NY,42.9406438,-78.9039949,Open/No arrest,2011-07-04
6247,Black,18,Male,Buffalo,NY,42.9423489,-78.813358,Open/No arrest,2011-07-09
6248,Black,31,Male,Buffalo,NY,42.9218047,-78.844276,Open/No arrest,2011-07-16
6249,Black,20,Male,Buffalo,NY,42.8807601,-78.8596644,Open/No arrest,2011-07-16
6250,Other,25,Female,Buffalo,NY,42.8921362,-78.8878283,Closed by arrest,2011-08-10
6251,Black,16,Male,Buffalo,NY,42.908684,-78.886115,Closed by arrest,2011-08-11
6252,Black,21,Male,Buffalo,NY,42.8842588,-78.8292323,Closed by arrest,2011-08-22
6253,Black,65,Male,Buffalo,NY,42.911792,-78.8195906,Closed by arrest,2011-09-15
6254,Black,18,Male,Buffalo,NY,42.9227236,-78.8304213,Open/No arrest,2011-10-16
6255,Black,30,Male,Buffalo,NY,42.8961721,-78.8539332,Open/No arrest,2011-11-06
6256,Black,14,Male,Buffalo,NY,42.9554071,-78.8982387,Open/No arrest,2011-11-13
6257,Black,28,Male,Buffalo,NY,42.934638,-78.8293719,Closed by arrest,2011-12-05
6258,Black,20,Male,Buffalo,NY,42.888357,-78.8355619,Open/No arrest,2011-12-23
6260,Black,54,Male,Buffalo,NY,42.919951,-78.811301,Open/No arrest,2012-01-12
6261,Black,26,Male,Buffalo,NY,42.9021885,-78.8666002,Closed by arrest,2012-01-08
6262,Black,39,Male,Buffalo,NY,42.9027169,-78.8437418,Closed by arrest,2012-02-01
6263,Black,20,Male,Buffalo,NY,42.9254402,-78.8270142,Closed by arrest,2012-02-09
6264,Black,31,Male,Buffalo,NY,42.9123111,-78.8324032,Open/No arrest,2012-02-29
6265,Black,20,Male,Buffalo,NY,42.9353489,-78.8392339,Closed by arrest,2012-03-02
6266,Asian,10,Male,Buffalo,NY,42.8929527,-78.8437486,Closed by arrest,2012-04-17
6267,Black,25,Male,Buffalo,NY,42.903586,-78.833314,Open/No arrest,2012-05-04
6268,Black,56,Male,Buffalo,NY,42.9088739,-78.8166281,Open/No arrest,2012-05-09
6269,Black,23,Female,Buffalo,NY,42.945536,-78.804915,Open/No arrest,2012-05-13
6270,Black,28,Male,Buffalo,NY,42.9020825,-78.853945,Open/No arrest,2012-05-07
6271,Black,26,Male,Buffalo,NY,42.9034832,-78.8409423,Open/No arrest,2012-05-15
6272,Black,24,Male,Buffalo,NY,42.9146561,-78.8167214,Open/No arrest,2012-05-19
6273,Black,19,Male,Buffalo,NY,42.912509,-78.8884157,Closed by arrest,2012-05-19
6274,Black,24,Male,Buffalo,NY,42.9134044,-78.8866691,Closed by arrest,2012-05-22
6275,White,33,Female,Buffalo,NY,42.9254225,-78.8313324,Closed by arrest,2012-06-13
6276,Black,42,Male,Buffalo,NY,42.9170767,-78.8008371,Open/No arrest,2012-06-16
6277,Black,25,Male,Buffalo,NY,42.914606,-78.8377929,Open/No arrest,2012-06-17
6278,Black,21,Male,Buffalo,NY,42.907972,-78.8159987,Open/No arrest,2012-06-27
6279,Black,19,Male,Buffalo,NY,42.9218314,-78.8596398,Open/No arrest,2012-06-28
6280,Black,30,Male,Buffalo,NY,42.9100358,-78.8220732,Closed by arrest,2012-07-01
6281,Black,18,Male,Buffalo,NY,42.9547988,-78.8630335,Closed by arrest,2012-07-06
6282,Black,45,Male,Buffalo,NY,42.9065249,-78.801478,Open/No arrest,2012-07-16
6283,Black,26,Male,Buffalo,NY,42.9147,-78.825531,Closed by arrest,2012-07-18
6284,Black,17,Male,Buffalo,NY,42.937535,-78.8002037,Open/No arrest,2012-07-22
6285,Hispanic,23,Male,Buffalo,NY,42.909118,-78.8939926,Open/No arrest,2012-07-31
6286,Hispanic,4,Male,Buffalo,NY,42.957384,-78.903627,Closed by arrest,2012-08-01
6287,Black,24,Male,Buffalo,NY,42.9047482,-78.8769458,Closed by arrest,2012-08-08
6288,Black,27,Male,Buffalo,NY,42.8918648,-78.8763873,Open/No arrest,2012-08-19
6289,Black,34,Male,Buffalo,NY,42.9222602,-78.8278172,Open/No arrest,2012-08-26
6290,Black,28,Male,Buffalo,NY,42.919046,-78.8256773,Open/No arrest,2012-08-30
6291,Black,29,Male,Buffalo,NY,42.8972046,-78.8248946,Open/No arrest,2012-09-08
6292,Black,59,Male,Buffalo,NY,42.9063541,-78.8529842,Closed by arrest,2012-09-09
6293,Black,20,Male,Buffalo,NY,42.90894,-78.8945124,Open/No arrest,2012-09-12
6294,Black,23,Male,Buffalo,NY,42.9079983,-78.838819,Closed by arrest,2012-09-23
6295,Black,22,Male,Buffalo,NY,42.913798,-78.8431377,Closed by arrest,2012-10-05
6296,Hispanic,26,Male,Buffalo,NY,42.8956352,-78.8846583,Open/No arrest,2012-10-06
6297,Black,32,Male,Buffalo,NY,42.8893159,-78.8771915,Open/No arrest,2012-10-13
6298,Black,24,Male,Buffalo,NY,42.8961721,-78.8539332,Open/No arrest,2012-10-14
6299,Black,28,Male,Buffalo,NY,42.9106943,-78.8225269,Open/No arrest,2012-10-16
6300,Black,31,Male,Buffalo,NY,42.9227168,-78.8068147,Open/No arrest,2012-10-23
6301,Black,24,Male,Buffalo,NY,42.9591705,-78.89494,Closed by arrest,2012-11-10
6303,Black,24,Male,Buffalo,NY,42.9221359,-78.8539869,Open/No arrest,2012-11-22
6304,Black,16,Male,Buffalo,NY,42.945999,-78.893708,Open/No arrest,2012-11-30
6305,Black,24,Male,Buffalo,NY,42.9457303,-78.8126665,Open/No arrest,2012-12-11
6306,Black,28,Female,Buffalo,NY,42.9457303,-78.8126665,Open/No arrest,2012-12-11
6307,Unknown,27,Male,Buffalo,NY,42.9137185,-78.8605998,Open/No arrest,2012-12-20
6308,Black,40,Male,Buffalo,NY,42.8931696,-78.8268451,Open/No arrest,2012-12-27
6309,Black,21,Male,Buffalo,NY,42.9179289,-78.8020032,Open/No arrest,2012-10-29
6310,Black,42,Male,Buffalo,NY,42.9308729,-78.8311312,Open/No arrest,2013-01-19
6311,White,48,Female,Buffalo,NY,42.8912899,-78.8798235,Closed by arrest,2013-02-02
6312,Hispanic,20,Male,Buffalo,NY,42.9415549,-78.8998403,Closed by arrest,2013-02-23
6313,Hispanic,55,Male,Buffalo,NY,42.9346045,-78.8192387,Closed by arrest,2013-03-05
6314,Black,22,Male,Buffalo,NY,42.9186193,-78.8087284,Open/No arrest,2013-03-08
6315,Black,29,Female,Buffalo,NY,42.9341691,-78.8150838,Closed by arrest,2013-03-11
6316,Black,29,Male,Buffalo,NY,42.9028181,-78.8263015,Open/No arrest,2013-03-25
6317,Black,22,Male,Buffalo,NY,42.9362929,-78.8385894,Open/No arrest,2013-04-06
6318,Black,96,Male,Buffalo,NY,42.9200114,-78.8352057,Closed by arrest,2013-04-10
6319,Black,26,Male,Buffalo,NY,42.914202,-78.826234,Open/No arrest,2013-04-10
6320,Black,34,Male,Buffalo,NY,42.923689,-78.8876975,Open/No arrest,2013-04-23
6321,Black,36,Male,Buffalo,NY,42.8852955,-78.8576062,Closed by arrest,2013-05-12
6322,Black,51,Male,Buffalo,NY,42.9147,-78.825531,Open/No arrest,2013-05-26
6323,Black,29,Male,Buffalo,NY,42.9134666,-78.8164647,Open/No arrest,2013-05-27
6324,Black,47,Male,Buffalo,NY,42.8972484,-78.8355335,Open/No arrest,2013-05-27
6325,Black,29,Male,Buffalo,NY,42.919101,-78.840437,Open/No arrest,2013-06-14
6326,Black,20,Female,Buffalo,NY,42.9144558,-78.8253608,Open/No arrest,2013-06-24
6327,Black,18,Male,Buffalo,NY,42.919347,-78.8009196,Open/No arrest,2013-06-24
6328,Black,23,Male,Buffalo,NY,42.9045284,-78.8472751,Open/No arrest,2013-07-06
6329,Black,16,Male,Buffalo,NY,42.919055,-78.851222,Closed by arrest,2013-07-06
6330,Black,20,Male,Buffalo,NY,42.9305786,-78.8068344,Open/No arrest,2013-07-09
6331,Black,25,Male,Buffalo,NY,42.9046842,-78.8106886,Open/No arrest,2013-07-17
6332,Black,44,Male,Buffalo,NY,42.9008879,-78.8392789,Open/No arrest,2013-07-30
6333,Black,30,Female,Buffalo,NY,42.945111,-78.860291,Closed by arrest,2013-08-09
6334,Black,31,Male,Buffalo,NY,42.915195,-78.813435,Closed by arrest,2013-08-10
6335,White,43,Male,Buffalo,NY,42.9431966,-78.9004384,Open/No arrest,2013-08-15
6336,Black,21,Male,Buffalo,NY,42.9072987,-78.8067529,Open/No arrest,2013-08-24
6337,Black,27,Male,Buffalo,NY,42.9145809,-78.8848059,Open/No arrest,2013-08-31
6338,Black,13,Female,Buffalo,NY,42.919392,-78.807903,Closed by arrest,2013-09-01
