,victim_race,victim_age,victim_sex,city,state,lat,lon,disposition,reported_date_fixed
5774,Black,18,Male,Boston,MA,42.3097686,-71.0830395,Closed by arrest,2007-02-08
5775,Black,21,Male,Boston,MA,42.3167318,-71.0798977,Closed by arrest,2007-02-13
5776,Black,22,Male,Boston,MA,42.2555059,-71.1313446,Open/No arrest,2007-02-18
5777,Black,21,Male,Boston,MA,42.3075819,-71.0762428,Open/No arrest,2007-02-21
5778,Black,27,Male,Boston,MA,42.2844984,-71.0740279,Open/No arrest,2007-02-27
5779,Black,18,Female,Boston,MA,42.305345,-71.072056,Open/No arrest,2007-03-09
5780,Black,24,Male,Boston,MA,42.3449816,-71.0677914,Closed by arrest,2007-03-11
5781,Black,18,Male,Boston,MA,42.3248384,-71.09769,Closed by arrest,2007-03-14
5782,White,22,Female,Boston,MA,42.300712,-71.067316,Closed by arrest,2007-03-24
5783,Black,24,Male,Boston,MA,42.295062,-71.0875385,Open/No arrest,2007-03-28
5784,Black,17,Male,Boston,MA,42.3585493,-71.0578421,Closed by arrest,2007-03-30
5785,Black,27,Male,Boston,MA,42.2989524,-71.0830489,Open/No arrest,2007-03-30
5786,Hispanic,19,Male,Boston,MA,42.313784,-71.099917,Closed by arrest,2007-04-08
5787,Black,29,Male,Boston,MA,42.281265,-71.092044,Open/No arrest,2007-04-25
5788,White,22,Male,Boston,MA,42.3794556,-71.038055,Closed by arrest,2007-04-26
5789,Black,40,Male,Boston,MA,42.2824308,-71.0793919,Closed by arrest,2007-05-05
5790,Black,20,Male,Boston,MA,42.289935,-71.0857608,Closed by arrest,2007-05-15
5791,Black,20,Male,Boston,MA,42.314835,-71.083168,Closed by arrest,2007-05-15
5792,Black,24,Male,Boston,MA,42.284408,-71.072048,Open/No arrest,2007-05-19
5793,Black,16,Male,Boston,MA,42.2860776,-71.0909254,Closed by arrest,2007-05-22
5794,Black,17,Male,Boston,MA,42.2774825,-71.0842637,Open/No arrest,2007-06-03
5795,Black,39,Male,Boston,MA,42.3012271,-71.0649256,Open/No arrest,2007-06-05
5796,Hispanic,23,Male,Boston,MA,42.3387805,-71.0712294,Open/No arrest,2007-06-10
5797,White,26,Male,Boston,MA,42.3427415,-71.0564802,Closed by arrest,2007-06-17
5798,Black,24,Male,Boston,MA,42.3311167,-71.0884448,Open/No arrest,2007-06-17
5799,Black,40,Male,Boston,MA,42.301861,-71.073739,Closed by arrest,2007-06-22
5800,Black,8,Male,Boston,MA,42.306326,-71.086189,Closed by arrest,2007-06-24
5801,Hispanic,26,Male,Boston,MA,42.2925948,-71.1211177,Open/No arrest,2007-07-01
5802,Black,22,Male,Boston,MA,42.2876592,-71.0891574,Closed by arrest,2007-07-04
5803,Black,19,Male,Boston,MA,42.2813113,-71.0970598,Open/No arrest,2007-07-11
5804,Black,41,Male,Boston,MA,42.2952925,-71.0909205,Closed by arrest,2007-07-12
5805,Black,26,Male,Boston,MA,42.2952925,-71.0909205,Closed by arrest,2007-07-12
5806,White,41,Male,Boston,MA,42.2728309,-71.0729549,Closed by arrest,2007-06-05
5807,Black,21,Male,Boston,MA,42.314674,-71.0745002,Open/No arrest,2007-07-21
5808,Hispanic,10,Male,Boston,MA,42.2765377,-71.1244609,Closed by arrest,2007-07-29
5809,Hispanic,13,Female,Boston,MA,42.2765377,-71.1244609,Closed by arrest,2007-07-29
5810,Black,29,Male,Boston,MA,42.332776,-71.0825886,Closed by arrest,2007-08-02
5811,Black,20,Male,Boston,MA,42.332776,-71.0825886,Closed by arrest,2007-08-02
5812,Black,18,Female,Boston,MA,42.2889918,-71.0899598,Closed by arrest,2007-08-03
5813,Black,30,Female,Boston,MA,42.3128957,-71.0754579,Open/No arrest,2007-08-04
5814,Black,28,Male,Boston,MA,42.3197569,-71.0813833,Open/No arrest,2007-08-04
5815,Black,52,Male,Boston,MA,42.2766839,-71.0990092,Closed by arrest,2007-08-04
5816,Black,21,Female,Boston,MA,42.272777,-71.087283,Open/No arrest,2007-08-19
5817,Hispanic,20,Male,Boston,MA,42.2963776,-71.0805005,Open/No arrest,2007-09-04
5818,Black,48,Male,Boston,MA,42.2956673,-71.0893279,Open/No arrest,2007-09-17
5819,Black,29,Male,Boston,MA,42.3191724,-71.0937936,Closed by arrest,2007-09-20
5820,White,31,Male,Boston,MA,42.3219886,-71.1212879,Closed by arrest,2007-09-26
5821,Black,13,Male,Boston,MA,42.28197,-71.082825,Closed by arrest,2007-10-04
5822,Black,22,Male,Boston,MA,42.3338152,-71.1109825,Closed by arrest,2007-10-07
5823,Black,63,Male,Boston,MA,42.3108935,-71.0862788,Closed by arrest,2007-10-12
5824,Black,18,Male,Boston,MA,42.2756623,-71.0976516,Open/No arrest,2007-10-14
5825,Black,39,Female,Boston,MA,42.2915274,-71.0770841,Open/No arrest,2007-10-16
5826,Black,28,Male,Boston,MA,42.2992899,-71.0861999,Open/No arrest,2007-10-17
5827,Hispanic,22,Male,Boston,MA,42.3057164,-71.0674737,Open/No arrest,2007-10-20
5828,Black,20,Male,Boston,MA,42.2996214,-71.070821,Open/No arrest,2007-10-26
5829,White,47,Male,Boston,MA,42.287737,-71.0779412,Closed by arrest,2007-11-01
5830,Black,17,Male,Boston,MA,42.3777503,-71.0628113,Closed by arrest,2007-11-14
5831,Hispanic,28,Male,Boston,MA,42.2983614,-71.0632601,Closed by arrest,2007-11-21
5832,Black,54,Male,Boston,MA,42.2831737,-71.0646595,Open/No arrest,2007-11-20
5833,Black,21,Male,Boston,MA,42.314648,-71.094446,Open/No arrest,2007-11-23
5834,Black,20,Male,Boston,MA,42.3012895,-71.0681983,Open/No arrest,2007-12-21
5835,Black,17,Male,Boston,MA,42.2740097,-71.0759777,Open/No arrest,2007-12-21
5836,Black,23,Male,Boston,MA,42.305536,-71.0678922,Closed by arrest,2008-01-06
5837,Black,18,Male,Boston,MA,42.2909786,-71.0626544,Open/No arrest,2008-01-07
5838,Black,20,Male,Boston,MA,42.3014061,-71.0598349,Open/No arrest,2008-01-12
5839,Hispanic,16,Male,Boston,MA,42.305432,-71.0792349,Open/No arrest,2008-01-15
5840,Black,23,Male,Boston,MA,42.2771803,-71.1348947,Open/No arrest,2008-01-16
5841,Black,24,Male,Boston,MA,42.2904597,-71.0881017,Open/No arrest,2008-01-17
5842,White,20,Male,Boston,MA,42.313922,-71.053645,Closed by arrest,2008-01-17
5843,Black,23,Male,Boston,MA,42.3514969,-71.1318071,Open/No arrest,2008-01-18
5844,Black,35,Male,Boston,MA,42.2962953,-71.0696818,Open/No arrest,2008-02-03
5845,Hispanic,28,Male,Boston,MA,42.3488457,-71.0633585,Closed by arrest,2008-02-10
5846,Black,17,Male,Boston,MA,42.2903779,-71.067362,Closed by arrest,2008-02-11
5847,Hispanic,37,Male,Boston,MA,42.3329082,-71.0809474,Closed by arrest,2008-03-07
5848,Hispanic,29,Female,Boston,MA,42.351525,-71.063154,Closed by arrest,2008-03-09
5849,Black,22,Male,Boston,MA,42.3153403,-71.0655936,Open/No arrest,2008-03-19
5850,Hispanic,25,Male,Boston,MA,42.3546192,-71.1306511,Closed by arrest,2008-03-29
5851,White,14,Female,Boston,MA,42.336555,-71.052338,Closed by arrest,2008-04-06
5852,White,2,Female,Boston,MA,42.336555,-71.052338,Closed by arrest,2008-04-06
5853,Black,23,Male,Boston,MA,42.3213559,-71.0891464,Open/No arrest,2008-04-07
5854,Black,38,Male,Boston,MA,42.30059,-71.073541,Open/No arrest,2008-04-16
5855,Black,29,Male,Boston,MA,42.264064,-71.104502,Open/No arrest,2008-05-02
5856,Asian,49,Male,Boston,MA,42.3064363,-71.1067059,Closed by arrest,2008-05-11
5857,Black,23,Male,Boston,MA,42.3214027,-71.0968369,Closed by arrest,2008-05-17
5858,Black,22,Female,Boston,MA,42.3295462,-71.1040469,Closed by arrest,2008-05-20
5859,Black,21,Male,Boston,MA,42.3089081,-71.0638357,Open/No arrest,2008-05-28
5860,Black,24,Male,Boston,MA,42.3316218,-71.0493704,Closed by arrest,2008-05-31
5861,White,53,Female,Boston,MA,42.3496402,-71.1703913,Closed by arrest,2008-06-10
5862,Black,16,Male,Boston,MA,42.3266856,-71.0860122,Open/No arrest,2008-06-18
5863,Hispanic,21,Male,Boston,MA,42.2707829,-71.1017139,Open/No arrest,2008-06-19
5864,Black,29,Male,Boston,MA,42.2897435,-71.0829724,Open/No arrest,2008-06-28
5865,Black,28,Female,Boston,MA,42.2715316,-71.0760735,Open/No arrest,2008-07-02
5866,Black,40,Male,Boston,MA,42.3603746,-71.0567054,Open/No arrest,2008-07-04
5867,Black,17,Male,Boston,MA,42.2640495,-71.1101027,Closed by arrest,2008-07-04
5868,Black,20,Male,Boston,MA,42.3245605,-71.0835529,Open/No arrest,2008-07-05
5869,Hispanic,18,Male,Boston,MA,42.3338846,-71.0886484,Open/No arrest,2008-07-12
5870,Hispanic,22,Male,Boston,MA,42.3370944,-71.0827679,Open/No arrest,2008-07-14
5871,Black,32,Male,Boston,MA,42.267394,-71.102257,Open/No arrest,2008-07-19
5872,Black,30,Male,Boston,MA,42.312995,-71.093744,Open/No arrest,2008-07-23
5873,Black,33,Male,Boston,MA,42.3224355,-71.0880408,Closed by arrest,2008-07-29
5874,Black,41,Male,Boston,MA,42.3512865,-71.0429164,Open/No arrest,2008-08-22
5875,Black,42,Male,Boston,MA,42.2934897,-71.0569267,Open/No arrest,2008-08-25
5876,Black,27,Male,Boston,MA,42.3023937,-71.0700644,Closed by arrest,2008-08-27
5877,Black,56,Female,Boston,MA,42.3194345,-71.1009039,Closed by arrest,2008-09-05
5878,Black,34,Male,Boston,MA,42.3050825,-71.080532,Open/No arrest,2008-09-05
5879,Black,17,Male,Boston,MA,42.3259178,-71.1005443,Closed by arrest,2008-09-15
5880,Black,25,Male,Boston,MA,42.292637,-71.060331,Open/No arrest,2008-09-18
5881,Hispanic,24,Male,Boston,MA,42.278168,-71.092515,Open/No arrest,2008-09-21
5882,White,68,Female,Boston,MA,42.3649402,-71.0688756,Closed by arrest,2008-09-28
5883,Black,23,Male,Boston,MA,42.2881659,-71.087086,Open/No arrest,2008-10-06
5884,Hispanic,19,Male,Boston,MA,42.3757368,-71.040654,Open/No arrest,2008-10-11
5885,Hispanic,27,Male,Boston,MA,42.3032156,-71.1049718,Open/No arrest,2008-10-25
5886,Black,26,Male,Boston,MA,42.296328,-71.0701949,Open/No arrest,2008-10-30
5887,Black,38,Male,Boston,MA,42.2963843,-71.0804658,Open/No arrest,2008-10-30
5888,Hispanic,20,Male,Boston,MA,42.3744968,-71.0625713,Open/No arrest,2008-11-02
5889,Black,19,Female,Boston,MA,42.3201619,-71.0632954,Closed by arrest,2008-11-09
5890,Hispanic,18,Male,Boston,MA,42.289008,-71.1206799,Open/No arrest,2008-11-25
5891,Black,30,Male,Boston,MA,42.265426,-71.097782,Open/No arrest,2008-11-27
5892,Black,25,Male,Boston,MA,42.2900039,-71.0689735,Closed by arrest,2008-11-27
5893,Black,16,Male,Boston,MA,42.292225,-71.0715751,Closed by arrest,2008-12-01
5894,Black,50,Male,Boston,MA,42.2760287,-71.1193751,Open/No arrest,2008-12-03
5895,Black,19,Male,Boston,MA,42.299581,-71.081949,Open/No arrest,2008-12-08
5896,Black,21,Male,Boston,MA,42.2900842,-71.0661084,Open/No arrest,2008-12-22
5897,Black,33,Male,Boston,MA,42.2829383,-71.0987258,Open/No arrest,2008-12-25
5898,Black,17,Male,Boston,MA,42.281218,-71.091793,Open/No arrest,2008-12-29
5899,Black,20,Male,Boston,MA,42.3005841,-71.0666714,Open/No arrest,2008-10-15
5900,Hispanic,18,Male,Boston,MA,42.312104,-71.066828,Closed by arrest,2012-01-14
5901,Black,50,Male,Boston,MA,42.3364748,-71.0858331,Closed by arrest,2012-02-09
5902,Black,25,Female,Boston,MA,42.2785048,-71.099177,Closed by arrest,2012-02-19
5903,Black,21,Male,Boston,MA,42.3403795,-71.0738618,Open/No arrest,2012-02-19
5904,Black,71,Female,Boston,MA,42.2796913,-71.0724069,Closed by arrest,2012-02-21
5905,Black,24,Male,Boston,MA,42.3236663,-71.0682011,Closed by arrest,2012-02-23
5906,Hispanic,54,Male,Boston,MA,42.3104033,-71.0883455,Open/No arrest,2012-02-28
5907,Black,47,Male,Boston,MA,42.380256,-71.039719,Closed by arrest,2010-11-02
5908,Black,25,Male,Boston,MA,42.3103762,-71.0831552,Closed by arrest,2012-03-31
5909,White,67,Female,Boston,MA,42.3322257,-71.0306083,Closed by arrest,2012-04-16
5910,Black,30,Male,Boston,MA,42.322665,-71.0813359,Closed by arrest,2012-04-17
5911,Black,20,Male,Boston,MA,42.2621964,-71.1089607,Open/No arrest,2012-04-18
5912,Other,24,Male,Boston,MA,42.349474,-71.136651,Open/No arrest,2012-04-19
5913,Hispanic,24,Male,Boston,MA,42.296415,-71.115606,Closed by arrest,2012-04-27
5914,White,23,Unknown,Boston,MA,42.3496283,-71.0656281,Closed by arrest,2012-04-28
5915,Hispanic,50,Male,Boston,MA,42.3754724,-71.0325517,Closed by arrest,2012-05-04
5916,Black,20,Male,Boston,MA,42.2922065,-71.0787582,Closed by arrest,2012-05-11
5917,Hispanic,54,Male,Boston,MA,42.3174684,-71.0669236,Closed by arrest,2011-10-12
5918,Hispanic,33,Male,Boston,MA,42.320433,-71.070752,Closed by arrest,2012-05-24
5919,White,52,Female,Boston,MA,42.3367638,-71.054535,Closed by arrest,2012-05-27
5920,White,70,Male,Boston,MA,42.3367638,-71.054535,Closed by arrest,2012-05-27
5921,White,38,Female,Boston,MA,42.3322716,-71.0508476,Closed by arrest,2012-06-15
5922,Hispanic,19,Male,Boston,MA,42.376104,-71.0360503,Open/No arrest,2012-06-21
5923,Black,15,Male,Boston,MA,42.328942,-71.0850592,Closed by arrest,2012-07-10
5924,Black,28,Male,Boston,MA,42.346895,-71.0658516,Closed by arrest,2012-07-16
5925,Black,29,Male,Boston,MA,42.346895,-71.0658516,Closed by arrest,2012-07-16
5926,Black,22,Male,Boston,MA,42.2991652,-71.0699509,Open/No arrest,2012-07-25
5927,Black,25,Male,Boston,MA,42.3566736,-71.0507611,Closed by arrest,2012-07-29
5928,Asian,81,Female,Boston,MA,42.3451389,-71.1427079,Closed by arrest,2012-07-31
5929,Black,43,Male,Boston,MA,42.2683173,-71.0938374,Closed by arrest,2012-07-31
5930,Black,62,Male,Boston,MA,42.2761906,-71.0995994,Open/No arrest,2012-07-27
5931,Black,34,Male,Boston,MA,42.2827314,-71.1121872,Open/No arrest,2012-08-12
5932,Black,22,Female,Boston,MA,42.3003867,-71.0808689,Open/No arrest,2012-08-12
5933,Black,22,Female,Boston,MA,42.3003867,-71.0808689,Open/No arrest,2012-08-12
5934,Black,22,Female,Boston,MA,42.3003867,-71.0808689,Open/No arrest,2012-08-12
5935,Black,24,Male,Boston,MA,42.3275854,-71.0828032,Closed by arrest,2012-08-15
5936,Black,20,Male,Boston,MA,42.2894128,-71.078297,Open/No arrest,2012-08-31
5937,Black,19,Male,Boston,MA,42.354356,-71.0618772,Open/No arrest,2012-09-10
5938,Black,19,Male,Boston,MA,42.2736855,-71.0743509,Open/No arrest,2012-09-10
5939,Hispanic,0,Male,Boston,MA,42.3200321,-71.0617616,Closed by arrest,2012-09-21
5940,Black,22,Male,Boston,MA,42.3005622,-71.0663335,Open/No arrest,2012-09-27
5941,Black,17,Male,Boston,MA,42.32015,-71.086804,Closed by arrest,2012-10-01
5942,Black,34,Male,Boston,MA,42.2977203,-71.0632185,Open/No arrest,2012-10-01
5943,Black,20,Male,Boston,MA,42.3355058,-71.0815033,Open/No arrest,2012-10-05
5944,Black,39,Male,Boston,MA,42.3565079,-71.0695991,Closed by arrest,2012-10-06
5945,Black,23,Male,Boston,MA,42.292579,-71.071173,Closed by arrest,2012-10-17
5946,Hispanic,22,Male,Boston,MA,42.3319677,-71.0705479,Closed by arrest,2012-10-17
5947,Black,25,Male,Boston,MA,42.2860277,-71.0764991,Open/No arrest,2012-10-22
5948,Black,22,Male,Boston,MA,42.3360129,-71.0857435,Closed by arrest,2012-10-28
5949,Black,26,Male,Boston,MA,42.3360139,-71.1069841,Closed by arrest,2012-11-19
5950,Black,21,Male,Boston,MA,42.3221428,-71.0691366,Closed by arrest,2012-11-28
5951,Hispanic,25,Male,Boston,MA,42.3221428,-71.0691366,Closed by arrest,2012-11-28
5952,Black,28,Male,Boston,MA,42.3222399,-71.080374,Closed by arrest,2012-12-11
5953,Hispanic,23,Male,Boston,MA,42.2989919,-71.0774031,Open/No arrest,2012-12-13
5954,Hispanic,42,Male,Boston,MA,42.3342077,-71.0825617,Closed by arrest,2012-12-15
5955,Black,30,Male,Boston,MA,42.2864066,-71.0881599,Closed by arrest,2012-12-15
5956,White,54,Male,Boston,MA,42.3441579,-71.0911705,Open/No arrest,2012-12-18
5957,Black,22,Male,Boston,MA,42.290554,-71.120557,Open/No arrest,2012-12-25
5958,Black,40,Male,Boston,MA,42.3112092,-71.0744954,Closed by arrest,2012-01-23
5959,Black,39,Male,Boston,MA,42.317077,-71.090166,Open/No arrest,2012-12-28
5960,Black,19,Male,Boston,MA,42.3298283,-71.078283,Closed by arrest,2017-01-09
5961,Black,27,Male,Boston,MA,42.295067,-71.0833927,Open/No arrest,2017-01-21
5962,Black,47,Male,Boston,MA,42.2953592,-71.0703643,Open/No arrest,2017-01-30
5963,Black,22,Female,Boston,MA,42.3059376,-71.0624748,Open/No arrest,2017-02-05
5964,Black,19,Male,Boston,MA,42.3218436,-71.0723523,Open/No arrest,2017-02-21
5965,Black,21,Male,Boston,MA,42.282302,-71.055172,Closed by arrest,2017-04-13
5966,Black,17,Male,Boston,MA,42.3342222,-71.0879966,Closed by arrest,2017-04-21
5967,Black,29,Male,Boston,MA,42.2966888,-71.0764001,Open/No arrest,2017-04-23
5968,Black,28,Male,Boston,MA,42.325533,-71.090883,Open/No arrest,2017-04-27
5969,Black,25,Male,Boston,MA,42.2697374,-71.0952053,Open/No arrest,2017-05-05
5970,White,38,Female,Boston,MA,42.3421558,-71.0573041,Closed by arrest,2017-05-05
5971,White,59,Male,Boston,MA,42.3421558,-71.0573041,Closed by arrest,2017-05-05
5972,Black,19,Male,Boston,MA,42.320275,-71.0670193,Open/No arrest,2017-05-05
5973,Black,22,Male,Boston,MA,42.3012451,-71.0732922,Open/No arrest,2017-05-13
5974,Hispanic,22,Male,Boston,MA,42.3497458,-71.0604001,Closed by arrest,2017-05-27
5975,Black,37,Male,Boston,MA,42.2810051,-71.0903766,Open/No arrest,2017-06-12
5976,Black,19,Male,Boston,MA,42.2760638,-71.0899588,Closed by arrest,2017-06-13
5977,Black,29,Male,Boston,MA,42.2774936,-71.0937194,Closed by arrest,2017-06-26
5978,Black,20,Male,Boston,MA,42.2854129,-71.0676282,Closed by arrest,2017-06-28
5979,White,30,Female,Boston,MA,42.3257125,-71.0722528,Closed by arrest,2016-11-05
5980,Black,51,Male,Boston,MA,42.3094325,-71.0741859,Closed by arrest,2017-07-05
5981,Black,18,Male,Boston,MA,42.329052,-71.0837219,Closed by arrest,2017-07-06
5982,Black,29,Male,Boston,MA,42.3124305,-71.0917912,Open/No arrest,2017-07-05
5983,Black,17,Male,Boston,MA,42.308462,-71.0832635,Closed by arrest,2017-07-06
5984,Black,32,Male,Boston,MA,42.3349212,-71.0814583,Closed by arrest,2017-07-15
5985,Black,18,Male,Boston,MA,42.2965031,-71.0866627,Open/No arrest,2017-07-17
5986,Hispanic,58,Male,Boston,MA,42.3328924,-71.1017074,Closed by arrest,2017-07-18
5987,Black,32,Male,Boston,MA,42.3042031,-71.0608034,Open/No arrest,2017-08-02
5988,White,50,Male,Boston,MA,42.315774,-71.112267,Closed by arrest,2015-07-02
5989,Black,27,Male,Boston,MA,42.320266,-71.0628462,Open/No arrest,2017-08-09
5990,Black,42,Male,Boston,MA,42.320266,-71.0628462,Open/No arrest,2017-08-09
5991,Black,36,Male,Boston,MA,42.3270071,-71.079815,Open/No arrest,2017-08-13
5992,Black,28,Male,Boston,MA,42.3497924,-71.0647265,Closed by arrest,2017-08-20
5993,Black,30,Female,Boston,MA,42.3230552,-71.0847325,Open/No arrest,2017-08-20
5994,Black,21,Male,Boston,MA,42.3154726,-71.0613141,Open/No arrest,2017-09-05
5995,Black,16,Male,Boston,MA,42.3141673,-71.0662512,Open/No arrest,2017-09-06
5996,White,24,Unknown,Boston,MA,42.290489,-71.0640533,Closed by arrest,2017-09-10
5997,Black,43,Male,Boston,MA,42.2983003,-71.0836915,Closed by arrest,2017-09-21
5998,Hispanic,33,Male,Boston,MA,42.3316762,-71.0679455,Open/No arrest,2017-09-24
5999,Black,39,Male,Boston,MA,42.3491067,-71.160004,Open/No arrest,2017-09-29
6000,Asian,48,Male,Boston,MA,42.3102459,-71.0602927,Open/No arrest,2017-08-27
6001,Black,22,Male,Boston,MA,42.327159,-71.0593874,Open/No arrest,2017-10-17
6002,Hispanic,38,Male,Boston,MA,42.3010051,-71.0673838,Open/No arrest,2017-10-20
6003,Black,30,Male,Boston,MA,42.3208058,-71.0444065,Closed by arrest,2017-10-29
6004,Black,16,Male,Boston,MA,42.3244571,-71.1009641,Open/No arrest,2017-10-31
6005,Black,37,Male,Boston,MA,42.3480929,-71.0881182,Open/No arrest,2017-11-06
6006,Hispanic,55,Male,Boston,MA,42.3084396,-71.0650515,Closed by arrest,2017-11-13
6007,White,40,Male,Boston,MA,42.3603834,-71.0634634,Closed by arrest,2017-11-19
6008,Black,16,Male,Boston,MA,42.327566,-71.055401,Open/No arrest,2017-11-27
6009,Black,30,Male,Boston,MA,42.3054535,-71.0682885,Open/No arrest,2017-12-01
6010,Hispanic,19,Male,Boston,MA,42.3317663,-71.0970786,Open/No arrest,2017-12-06
6011,Black,17,Male,Boston,MA,42.3317663,-71.0970786,Open/No arrest,2017-12-06
6012,Black,19,Male,Boston,MA,42.3667034,-71.0390769,Closed by arrest,2017-12-10
6013,Black,17,Male,Boston,MA,42.3086016,-71.0646711,Closed by arrest,2017-12-19
6014,White,48,Male,Boston,MA,42.2790518,-71.0533664,Open/No arrest,2017-12-23
6015,Black,19,Male,Boston,MA,42.2849681,-71.0939977,Open/No arrest,2017-12-24
6016,Black,18,Female,Buffalo,NY,42.9065206,-78.8535989,Open/No arrest,2007-01-01
6017,Black,17,Male,Buffalo,NY,42.9445202,-78.8156618,Open/No arrest,2007-01-02
6018,Black,20,Male,Buffalo,NY,42.9137808,-78.8547135,Closed by arrest,2007-01-07
6019,Black,22,Male,Buffalo,NY,42.944172,-78.9044289,Closed by arrest,2007-01-18
6020,White,38,Male,Buffalo,NY,42.8635228,-78.8183367,Closed by arrest,2007-02-03
6021,Black,18,Male,Buffalo,NY,42.9021293,-78.8572956,Open/No arrest,2007-02-13
6022,Black,23,Male,Buffalo,NY,42.92303,-78.876698,Closed by arrest,2007-02-18
6023,Black,32,Male,Buffalo,NY,42.9125025,-78.8654882,Closed by arrest,2007-02-24
6024,Black,26,Male,Buffalo,NY,42.9019862,-78.8392913,Open/No arrest,2007-03-04
6025,Black,30,Male,Buffalo,NY,42.9073239,-78.8164652,Closed by arrest,2007-03-23
6026,Black,23,Male,Buffalo,NY,42.906432,-78.864194,Open/No arrest,2007-03-25
6027,White,44,Male,Buffalo,NY,42.9583779,-78.8522359,Closed by arrest,2007-04-03
6028,Black,27,Male,Buffalo,NY,42.9429419,-78.8195703,Closed by arrest,2007-04-06
6029,Black,17,Male,Buffalo,NY,42.9270454,-78.8271703,Closed by arrest,2007-04-13
6030,Black,70,Female,Buffalo,NY,42.923929,-78.848361,Closed by arrest,2007-04-18
6031,Black,49,Male,Buffalo,NY,42.885904,-78.855972,Open/No arrest,2007-05-03
6032,Black,24,Male,Buffalo,NY,42.8893159,-78.8771915,Closed by arrest,2007-05-28
6033,Black,39,Male,Buffalo,NY,42.9096179,-78.884878,Closed by arrest,2007-06-05
6034,White,74,Male,Buffalo,NY,42.8928678,-78.8268999,Open/No arrest,2007-06-14
6035,White,67,Female,Buffalo,NY,42.873333,-78.80234,Open/No arrest,2007-06-14
6036,Black,22,Male,Buffalo,NY,42.9399658,-78.8159387,Open/No arrest,2007-06-14
6037,Black,43,Male,Buffalo,NY,42.913285,-78.803269,Closed by arrest,2007-06-22
6038,White,52,Male,Buffalo,NY,42.9261013,-78.8904006,Open/No arrest,2007-06-28
6039,Black,30,Male,Buffalo,NY,42.9087791,-78.8956743,Closed without arrest,2007-07-13
6040,White,40,Male,Buffalo,NY,42.9234926,-78.891446,Closed by arrest,2007-07-15
6041,Hispanic,19,Male,Buffalo,NY,42.9122339,-78.8885291,Closed by arrest,2007-07-15
6042,Black,38,Female,Buffalo,NY,42.89866,-78.838877,Closed by arrest,2007-07-14
6043,Black,20,Male,Buffalo,NY,42.9419188,-78.8136489,Open/No arrest,2007-07-22
6044,Black,21,Male,Buffalo,NY,42.8891933,-78.8410236,Open/No arrest,2007-08-01
6045,Black,27,Male,Buffalo,NY,42.948062,-78.907882,Open/No arrest,2007-08-03
6046,Black,2,Female,Buffalo,NY,42.9385137,-78.8176253,Closed by arrest,2007-08-16
6047,Black,25,Male,Buffalo,NY,42.8916886,-78.873626,Closed by arrest,2007-08-18
6048,White,41,Male,Buffalo,NY,42.889446,-78.8555809,Open/No arrest,2007-08-22
6049,Black,17,Male,Buffalo,NY,42.9144839,-78.8272288,Closed by arrest,2007-08-22
6050,Black,56,Male,Buffalo,NY,42.9355072,-78.838598,Closed by arrest,2007-08-24
6051,Black,19,Male,Buffalo,NY,42.924952,-78.8897837,Open/No arrest,2007-09-02
6052,Black,16,Male,Buffalo,NY,42.9224053,-78.8071088,Closed by arrest,2007-09-07
6053,Black,15,Male,Buffalo,NY,42.9224053,-78.8071088,Closed by arrest,2007-09-07
6054,Black,25,Male,Buffalo,NY,42.9111256,-78.8113357,Closed by arrest,2007-09-23
6055,Black,34,Male,Buffalo,NY,42.9144473,-78.8243866,Closed by arrest,2007-10-04
6056,Black,35,Male,Buffalo,NY,42.9144473,-78.8243866,Closed by arrest,2007-10-04
6057,Black,35,Male,Buffalo,NY,42.9144473,-78.8243866,Closed by arrest,2007-10-04
6058,Black,25,Male,Buffalo,NY,42.951828,-78.829027,Open/No arrest,2007-10-03
6059,White,24,Female,Buffalo,NY,42.9538169,-78.8516264,Closed by arrest,2007-10-13
6060,White,36,Male,Buffalo,NY,42.9070268,-78.8962977,Open/No arrest,2007-10-14
6061,Black,26,Male,Buffalo,NY,42.931369,-78.8422896,Open/No arrest,2007-10-18
6062,Black,24,Male,Buffalo,NY,42.9354746,-78.8389882,Closed by arrest,2007-10-28
6063,Black,20,Male,Buffalo,NY,42.8971095,-78.8396478,Closed by arrest,2007-11-06
6064,Black,21,Male,Buffalo,NY,42.9060633,-78.8059563,Open/No arrest,2007-11-14
6065,White,63,Male,Buffalo,NY,42.9198746,-78.8852782,Open/No arrest,2007-11-16
6066,Black,31,Male,Buffalo,NY,42.9249269,-78.8133579,Open/No arrest,2007-12-07
6067,Black,19,Male,Buffalo,NY,42.9169298,-78.8040164,Open/No arrest,2007-12-13
6068,Black,28,Male,Buffalo,NY,42.9175929,-78.81286,Open/No arrest,2007-12-18
6069,White,23,Male,Buffalo,NY,42.9493053,-78.820613,Open/No arrest,2007-12-16
6070,Black,28,Male,Buffalo,NY,42.9131057,-78.8282377,Open/No arrest,2007-12-30
6071,Black,29,Male,Buffalo,NY,42.9166291,-78.8884273,Closed by arrest,2007-12-31
6072,White,23,Male,Buffalo,NY,42.94179,-78.893661,Closed by arrest,2008-01-01
6073,Black,25,Male,Buffalo,NY,42.938048,-78.820203,Open/No arrest,2008-01-24
6074,White,32,Male,Buffalo,NY,42.8984827,-78.8882619,Closed by arrest,2008-02-07
6075,White,46,Male,Buffalo,NY,42.878759,-78.8421287,Closed by arrest,2008-02-08
